"country_name","region","income_group","year","coverage","cancer_prevented","deaths_prevented","assumption_type","possible_cancer_cases","possible_cancer_deaths"
"Suriname","Latin America & Caribbean","Upper middle income",2017,0.55,55.49,39.15,"Historical Results",102.95,72.63
"Slovak Republic","Europe & Central Asia","High income",2017,0,0,0,"Historical Results",386.84,194.95
"Slovenia","Europe & Central Asia","High income",2017,0.42,22.48,14.98,"Historical Results",54.62,36.39
"Sweden","Europe & Central Asia","High income",2017,0.72,322.77,139.44,"Historical Results",457.44,197.62
"Eswatini","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",849.94,615.9
"Chad","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",2434.13,2045.49
"Togo","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",1554.03,1227.87
"Thailand","East Asia & Pacific","Upper middle income",2017,0.68,4947.3,3260.32,"Historical Results",7423.92,4892.43
"Tajikistan","Europe & Central Asia","Lower middle income",2017,0,0,0,"Historical Results",667.53,502.09
"Turkmenistan","Europe & Central Asia","Upper middle income",2017,0.95,572.56,383.39,"Historical Results",615,411.81
"Timor-Leste","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",214.29,162.75
"Tonga","East Asia & Pacific","Upper middle income",2017,0,0,0,"Historical Results",35.15,29.33
"Trinidad and Tobago","Latin America & Caribbean","High income",2017,0.12,23.28,15.41,"Historical Results",197.94,131.02
"Tunisia","Middle East & North Africa","Lower middle income",2017,0,0,0,"Historical Results",392.53,241.09
"Türkiye","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",3977.82,2625.64
"Tuvalu","East Asia & Pacific","Upper middle income",2017,0,0,0,"Historical Results",3.92,3.27
"Tanzania","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",37920.7,27849.01
"Uganda","Sub-Saharan Africa","Low income",2017,0.57,13507.12,10839.18,"Historical Results",24180.31,19404.19
"Ukraine","Europe & Central Asia","Lower middle income",2017,0,0,0,"Historical Results",2179.04,959.47
"Uruguay","Latin America & Caribbean","High income",2017,0.44,100.83,67.68,"Historical Results",233.83,156.96
"United States","North America","High income",2017,0.44,4953.91,2519.29,"Historical Results",11488.66,5842.52
"Uzbekistan","Europe & Central Asia","Lower middle income",2017,0,0,0,"Historical Results",2469.04,1668.94
"Vietnam","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",4835.06,3436.83
"Vanuatu","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",39.38,35
"Samoa","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",22.75,18.24
"Kosovo","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",58.18,34.94
"South Africa","Sub-Saharan Africa","Upper middle income",2017,0.56,7862.42,4605.07,"Historical Results",14326.56,8391.17
"Zambia","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",12055.62,8701.35
"Zimbabwe","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",8641.15,6649.23
"Afghanistan","South Asia","Low income",2018,0,0,0,"Historical Results",3989.9,3092.86
"Angola","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",12409.49,9074.88
"Albania","Europe & Central Asia","Upper middle income",2018,0,0,0,"Historical Results",96.84,58.88
"United Arab Emirates","Middle East & North Africa","High income",2018,0.27,83.51,63.05,"Historical Results",315.61,238.27
"Argentina","Latin America & Caribbean","Upper middle income",2018,0.58,2772.45,1820.29,"Historical Results",4877.63,3202.47
"Armenia","Europe & Central Asia","Upper middle income",2018,0.02,2.9,2.14,"Historical Results",147.81,109.25
"Australia","East Asia & Pacific","High income",2018,0.74,548.4,299.05,"Historical Results",756.21,412.37
"Austria","Europe & Central Asia","High income",2018,0,0,0,"Historical Results",227.74,119.67
"Azerbaijan","Europe & Central Asia","Upper middle income",2018,0,0,0,"Historical Results",379.93,256.82
"Burundi","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",5355.06,4475.99
"Belgium","Europe & Central Asia","High income",2018,0.69,307.71,141.09,"Historical Results",455.06,208.65
"Benin","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",1602.13,1181.9
"Burkina Faso","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",3338.06,2772.61
"Bangladesh","South Asia","Lower middle income",2018,0,0,0,"Historical Results",12942.5,9063.93
"Bulgaria","Europe & Central Asia","Upper middle income",2018,0.1,50.89,27.98,"Historical Results",519.25,285.54
"Bahrain","Middle East & North Africa","High income",2018,0,0,0,"Historical Results",42.98,28.45
"Bahamas, The","Latin America & Caribbean","High income",2018,0.1,5.11,3.75,"Historical Results",52.1,38.3
"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2018,0,0,0,"Historical Results",174.02,97.12
"Belarus","Europe & Central Asia","Upper middle income",2018,0,0,0,"Historical Results",430.3,198.67
"Belize","Latin America & Caribbean","Upper middle income",2018,0.54,41.77,40.74,"Historical Results",78.93,76.99
"Bolivia","Latin America & Caribbean","Lower middle income",2018,0.62,1853.55,1414.23,"Historical Results",3050.61,2327.57
"Brazil","Latin America & Caribbean","Upper middle income",2018,0.67,13232.75,8016.54,"Historical Results",20153.44,12209.17
"Barbados","Latin America & Caribbean","High income",2018,0.26,8.46,5.76,"Historical Results",33.19,22.59
"Brunei Darussalam","East Asia & Pacific","High income",2018,0.89,38.41,12.6,"Historical Results",44.04,14.45
"Bhutan","South Asia","Lower middle income",2018,0.96,71.27,47.71,"Historical Results",75.76,50.72
"Botswana","Sub-Saharan Africa","Upper middle income",2018,0,0,0,"Historical Results",765.34,534.89
"Central African Republic","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",930.81,765.21
"Canada","North America","High income",2018,0.83,799.67,461.95,"Historical Results",983.12,567.92
"Switzerland","Europe & Central Asia","High income",2018,0.59,90.13,49.43,"Historical Results",155.87,85.49
"Chile","Latin America & Caribbean","High income",2018,0.75,1125.51,776.76,"Historical Results",1531.31,1056.82
"China","East Asia & Pacific","Upper middle income",2018,0,0,0,"Historical Results",66999.92,42577.08
"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",7132.3,5547.24
"Cameroon","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",7159.69,5315.07
"Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",27306.29,21899.03
"Congo, Rep.","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",1273.17,889.46
"Colombia","Latin America & Caribbean","Upper middle income",2018,0.09,561.47,386.83,"Historical Results",6365.92,4385.81
"Comoros","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",393.61,303.98
"Cabo Verde","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",80.14,71.79
"Costa Rica","Latin America & Caribbean","Upper middle income",2018,0,0,0,"Historical Results",323.19,292.46
"Cyprus","Europe & Central Asia","High income",2018,0.64,21.98,27.9,"Historical Results",35.05,44.48
"Czech Republic","Europe & Central Asia","High income",2018,0,0,0,"Historical Results",462.84,282.37
"Germany","Europe & Central Asia","High income",2018,0.43,1032.6,524.11,"Historical Results",2450.4,1243.74
"Djibouti","Middle East & North Africa","Lower middle income",2018,0,0,0,"Historical Results",101.79,81.48
"Denmark","Europe & Central Asia","High income",2018,0.54,152.09,71.73,"Historical Results",287.39,135.54
"Dominican Republic","Latin America & Caribbean","Upper middle income",2018,0.31,620.69,508.16,"Historical Results",2043.08,1672.68
"Algeria","Middle East & North Africa","Lower middle income",2018,0,0,0,"Historical Results",2912.87,1911
"Ecuador","Latin America & Caribbean","Upper middle income",2018,0.72,2246.28,1584.68,"Historical Results",3183.5,2245.86
"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2018,0,0,0,"Historical Results",3173.11,2399.94
"Spain","Europe & Central Asia","High income",2018,0.76,900.83,452.34,"Historical Results",1209.49,607.33
"Estonia","Europe & Central Asia","High income",2018,0.45,52.34,18.46,"Historical Results",118.69,41.87
"Ethiopia","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",24351.72,19688.07
"Finland","Europe & Central Asia","High income",2018,0.6,75.21,33.3,"Historical Results",127.91,56.62
"Fiji","East Asia & Pacific","Upper middle income",2018,0.48,105.7,86.67,"Historical Results",224.7,184.24
"France","Europe & Central Asia","High income",2018,0.24,653.21,311.95,"Historical Results",2777.25,1326.34
"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2018,0.57,15.93,12.33,"Historical Results",28.51,22.08
"Gabon","Sub-Saharan Africa","Upper middle income",2018,0,0,0,"Historical Results",560.76,344.57
"United Kingdom","Europe & Central Asia","High income",2018,0.82,2060.05,770.21,"Historical Results",2563.52,958.45
"Georgia","Europe & Central Asia","Upper middle income",2018,0,0,0,"Historical Results",227.8,151.25
"Ghana","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",8575.77,6295.3
"Guinea","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",6150.61,4941.55
"Gambia, The","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",1210.54,1088.99
"Guinea-Bissau","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",688.29,560.79
"Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2018,0,0,0,"Historical Results",300.89,198.04
"Greece","Europe & Central Asia","High income",2018,0,0,0,"Historical Results",456.71,215.81
"Guatemala","Latin America & Caribbean","Upper middle income",2018,0.31,1249.31,900.69,"Historical Results",4112.28,2964.76
"Guyana","Latin America & Caribbean","Upper middle income",2018,0.2,37.01,23.45,"Historical Results",188.81,119.62
"Honduras","Latin America & Caribbean","Lower middle income",2018,0.53,886.72,608.62,"Historical Results",1707.19,1171.77
"Croatia","Europe & Central Asia","High income",2018,0,0,0,"Historical Results",189.02,94.98
"Haiti","Latin America & Caribbean","Lower middle income",2018,0,0,0,"Historical Results",1655.37,1375.58
"Hungary","Europe & Central Asia","High income",2018,0.71,467.5,199.52,"Historical Results",671.89,286.74
"Indonesia","East Asia & Pacific","Lower middle income",2018,0.05,2467.91,1765.94,"Historical Results",50365.56,36039.56
"India","South Asia","Lower middle income",2018,0,0,0,"Historical Results",217094.24,156696.14
"Ireland","Europe & Central Asia","High income",2018,0.62,180,78,"Historical Results",296.25,128.37
"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income",2018,0,0,0,"Historical Results",1946.97,1629.93
"Iraq","Middle East & North Africa","Upper middle income",2018,0,0,0,"Historical Results",903.58,699.82
"Iceland","Europe & Central Asia","High income",2018,0.85,10.64,6.69,"Historical Results",12.77,8.03
"Israel","Middle East & North Africa","High income",2018,0.52,180.43,125.55,"Historical Results",354.06,246.36
"Italy","Europe & Central Asia","High income",2018,0.4,632.66,241.44,"Historical Results",1613.93,615.93
"Jamaica","Latin America & Caribbean","Upper middle income",2018,0.08,36.31,26.58,"Historical Results",463.16,339.04
"Jordan","Middle East & North Africa","Upper middle income",2018,0,0,0,"Historical Results",411.62,330.01
"Japan","East Asia & Pacific","High income",2018,0,0,0,"Historical Results",6338.49,2344.29
"Kazakhstan","Europe & Central Asia","Upper middle income",2018,0,0,0,"Historical Results",1855.39,974.32
"Kenya","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",16122.51,11393.89
"Kyrgyz Republic","Europe & Central Asia","Lower middle income",2018,0,0,0,"Historical Results",772.39,539.79
"Cambodia","East Asia & Pacific","Lower middle income",2018,0,0,0,"Historical Results",1953.15,1398.15
"Kiribati","East Asia & Pacific","Lower middle income",2018,0,0,0,"Historical Results",35.25,29.05
"Korea, Rep.","East Asia & Pacific","High income",2018,0.64,1108.03,605.65,"Historical Results",1766.63,965.64
"Kuwait","Middle East & North Africa","High income",2018,0,0,0,"Historical Results",69.93,51.73
"Lao PDR","East Asia & Pacific","Lower middle income",2018,0,0,0,"Historical Results",784.49,538.37
"Lebanon","Middle East & North Africa","Lower middle income",2018,0,0,0,"Historical Results",248.54,178.79
"Liberia","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",2130.44,1757.17
"Libya","Middle East & North Africa","Upper middle income",2018,0,0,0,"Historical Results",472.2,367.59
"St. Lucia","Latin America & Caribbean","Upper middle income",2018,0,0,0,"Historical Results",25.23,20.1
"Sri Lanka","South Asia","Lower middle income",2018,0.58,995.14,616,"Historical Results",1750.78,1083.74
"Lesotho","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",807.81,597.78
"Lithuania","Europe & Central Asia","High income",2018,0.65,125.1,60.5,"Historical Results",196.39,94.97
"Luxembourg","Europe & Central Asia","High income",2018,0.14,2.62,1.41,"Historical Results",19.08,10.26
"Latvia","Europe & Central Asia","High income",2018,0.38,53.43,29.09,"Historical Results",143.46,78.11
"Morocco","Middle East & North Africa","Lower middle income",2018,0,0,0,"Historical Results",3398.7,2146.15
"Moldova","Europe & Central Asia","Upper middle income",2018,0.43,104.49,64.19,"Historical Results",247.95,152.31
"Madagascar","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",11001.21,8526.41
"Maldives","South Asia","Upper middle income",2018,0,0,0,"Historical Results",68.98,47.07
"Mexico","Latin America & Caribbean","Upper middle income",2018,0.96,12443.18,7139.6,"Historical Results",13226.17,7588.86
"Marshall Islands","East Asia & Pacific","Upper middle income",2018,0.28,4.47,3.62,"Historical Results",16.29,13.18
"North Macedonia","Europe & Central Asia","Upper middle income",2018,0.4,27.73,18.35,"Historical Results",70.74,46.82
"Mali","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",6383.86,5224.16
"Malta","Middle East & North Africa","High income",2018,0.8,6.42,4.89,"Historical Results",8.19,6.24
"Myanmar","East Asia & Pacific","Lower middle income",2018,0,0,0,"Historical Results",9586.17,7122.01
"Montenegro","Europe & Central Asia","Upper middle income",2018,0,0,0,"Historical Results",75.71,46.27
"Mongolia","East Asia & Pacific","Lower middle income",2018,0,0,0,"Historical Results",440.71,401.28
"Mozambique","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",13541.8,11189.77
"Mauritania","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",1091.85,828.24
"Mauritius","Sub-Saharan Africa","Upper middle income",2018,0.81,99.38,69.77,"Historical Results",125.19,87.89
"Malawi","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",11686.84,9577.41
"Malaysia","East Asia & Pacific","Upper middle income",2018,0.83,2179.83,1810.37,"Historical Results",2679.9,2225.68
"Namibia","Sub-Saharan Africa","Upper middle income",2018,0,0,0,"Historical Results",897.69,643.87
"Niger","Sub-Saharan Africa","Low income",2018,0,0,0,"Historical Results",2239.76,1922.51
"Nigeria","Sub-Saharan Africa","Lower middle income",2018,0,0,0,"Historical Results",27220.6,21105.41
"Nicaragua","Latin America & Caribbean","Lower middle income",2018,0,0,0,"Historical Results",1355.92,923.68
"Netherlands","Europe & Central Asia","High income",2018,0.45,242.19,104.53,"Historical Results",549.18,237.02
"Norway","Europe & Central Asia","High income",2018,0.86,245.52,95.91,"Historical Results",291.32,113.8
"Nepal","South Asia","Lower middle income",2018,0,0,0,"Historical Results",6575.95,5160.84
